pokedex_number,name,japanese_name,type1,type2,classfication,height_m,weight_kg,generation,is_legendary,attack,defense,hp,speed,sp_attack,sp_defense,base_total,capture_rate,experience_growth,percentage_male,base_happiness,base_egg_steps,against_bug,against_dark,against_dragon,against_electric,against_fairy,against_fight,against_fire,against_flying,against_ghost,against_grass,against_ground,against_ice,against_normal,against_poison,against_psychic,against_rock,against_steel,against_water
703,Carbink,Melecieメレシー,rock,fairy,Jewel Pokémon,0.3,5.7,6,0,50,150,50,50,50,150,500,60,1250000,NA,70,6400,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
704,Goomy,Numeraヌメラ,dragon,NA,Soft Tissue Pokémon,0.3,2.8,6,0,50,35,45,40,55,75,300,45,1250000,50,35,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
705,Sliggoo,Numeilヌメイル,dragon,NA,Soft Tissue Pokémon,0.8,17.5,6,0,75,53,68,60,83,113,452,45,1250000,50,35,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
706,Goodra,Numelgonヌメルゴン,dragon,NA,Dragon Pokémon,2,150.5,6,0,100,70,90,80,110,150,600,45,1250000,50,35,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
707,Klefki,Cleffyクレッフィ,steel,fairy,Key Ring Pokémon,0.2,3,6,0,80,91,57,75,80,87,470,75,800000,50,70,5120,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
708,Phantump,Bokureiボクレー,ghost,grass,Stump Pokémon,0.4,7,6,0,70,48,43,38,50,60,309,120,1000000,50,70,5120,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
709,Trevenant,Ohrotオーロット,ghost,grass,Elder Tree Pokémon,1.5,71,6,0,110,76,85,56,65,82,474,60,1000000,50,70,5120,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
710,Pumpkaboo,Bakecchaバケッチャ,ghost,grass,Pumpkin Pokémon,0.8,15,6,0,66,70,59,41,44,55,335,120,1000000,50,70,5120,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
711,Gourgeist,Pumpjinパンプジン,ghost,grass,Pumpkin Pokémon,1.7,39,6,0,100,122,85,54,58,75,494,60,1000000,50,70,5120,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
712,Bergmite,Kachikohruカチコール,ice,NA,Ice Chunk Pokémon,1,99.5,6,0,69,85,55,28,32,35,304,190,1000000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
713,Avalugg,Crebaseクレベース,ice,NA,Iceberg Pokémon,2,505,6,0,117,184,95,28,44,46,514,55,1000000,50,70,5120,1,1,1,1,1,2,2,1,1,1,1,0.5,1,1,1,2,2,1
714,Noibat,Onbatオンバット,flying,dragon,Sound Wave Pokémon,0.5,8,6,0,30,35,40,55,45,40,245,190,1000000,50,70,5120,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
715,Noivern,Onvernオンバーン,flying,dragon,Sound Wave Pokémon,1.5,85,6,0,70,80,85,123,97,80,535,45,1000000,50,70,5120,0.5,1,2,1,2,0.5,0.5,1,1,0.25,0,4,1,1,1,2,1,0.5
716,Xerneas,Xerneasゼルネアス,fairy,NA,Life Pokémon,3,215,6,1,131,95,126,99,131,98,680,45,1250000,NA,0,30720,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
717,Yveltal,Yveltalイベルタル,dark,flying,Destruction Pokémon,5.8,203,6,1,131,95,126,99,131,98,680,45,1250000,NA,0,30720,1,0.5,1,2,2,1,1,1,0.5,0.5,0,2,1,1,0,2,1,1
718,Zygarde,Zygarde (10% Forme)ジガルデ,dragon,ground,Order Pokémon,5,284.6,6,1,100,121,216,85,91,95,708,3,1250000,NA,0,30720,1,1,2,0,2,1,0.5,1,1,1,1,4,1,0.5,1,0.5,1,1
719,Diancie,Diancieディアンシー,rock,fairy,Jewel Pokémon,0.7,8.8,6,1,160,110,50,110,160,110,700,3,1250000,NA,70,6400,0.5,0.5,0,1,1,1,0.5,0.5,1,2,2,1,0.5,1,1,1,4,2
720,Hoopa,Hoopa (imashimerareshi Hoopa)フーパ,psychic,ghost,Mischief Pokémon (Confined)Djinn Pokémonn (Unbound),NA,NA,6,1,160,60,80,80,170,130,680,3,1250000,NA,100,30720,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1
721,Volcanion,Volcanionボルケニオン,fire,water,Steam Pokémon,1.7,195,6,1,110,120,80,70,130,90,600,3,1250000,NA,100,30720,0.5,1,1,2,0.5,1,0.25,1,1,1,2,0.25,1,1,1,2,0.25,1
722,Rowlet,Mokurohモクロー,grass,flying,Grass Quill Pokémon,0.3,1.5,7,0,55,55,68,42,50,50,320,45,1059860,88.1,70,3840,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
723,Dartrix,Fukuthrowフクスロー,grass,flying,Blade Quill Pokémon,0.7,16,7,0,75,75,78,52,70,70,420,45,1059860,88.1,70,3840,1,1,1,1,1,0.5,2,2,1,0.25,0,4,1,2,1,2,1,0.5
724,Decidueye,Junaiperジュナイパー,grass,ghost,Arrow Quill Pokémon,1.6,36.6,7,0,107,75,78,70,100,100,530,45,1059860,88.1,70,3840,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
725,Litten,Nyabbyニャビー,fire,NA,Fire Cat Pokémon,0.4,4.3,7,0,65,40,45,70,60,40,320,45,1059860,88.1,70,3840,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
726,Torracat,Nyaheatニャヒート,fire,NA,Fire Cat Pokémon,0.7,25,7,0,85,50,65,90,80,50,420,45,1059860,88.1,70,3840,0.5,1,1,1,0.5,1,0.5,1,1,0.5,2,0.5,1,1,1,2,0.5,2
727,Incineroar,Gaogaenガオガエン,fire,dark,Heel Pokémon,1.8,83,7,0,115,90,95,60,80,90,530,45,1059860,88.1,70,3840,1,0.5,1,1,1,2,0.5,1,0.5,0.5,2,0.5,1,1,0,2,0.5,2
728,Popplio,Ashimariアシマリ,water,NA,Sea Lion Pokémon,0.4,7.5,7,0,54,54,50,40,66,56,320,45,1059860,88.1,70,3840,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
729,Brionne,Osyamariオシャマリ,water,NA,Pop Star Pokémon,0.6,17.5,7,0,69,69,60,50,91,81,420,45,1059860,88.1,70,3840,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
730,Primarina,Ashireneアシレーヌ,water,fairy,Soloist Pokémon,1.8,44,7,0,74,74,80,60,126,116,530,45,1059860,88.1,70,3840,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
731,Pikipek,Tsutsukeraツツケラ,normal,flying,Woodpecker Pokémon,0.3,1.2,7,0,75,30,35,65,30,30,265,255,1000000,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
732,Trumbeak,Kerarappaケララッパ,normal,flying,Bugle Beak Pokémon,0.6,14.8,7,0,85,50,55,75,40,50,355,120,1000000,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
733,Toucannon,Dodekabashiドデカバシ,normal,flying,Cannon Pokémon,1.1,26,7,0,120,75,80,60,75,75,485,45,1000000,50,70,3840,0.5,1,1,2,1,1,1,1,0,0.5,0,2,1,1,1,2,1,1
734,Yungoos,Youngooseヤングース,normal,NA,Loitering Pokémon,0.4,6,7,0,70,30,48,45,30,30,253,255,1000000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
735,Gumshoos,Dekagooseデカグース,normal,NA,Stakeout Pokémon,0.7,14.2,7,0,110,60,88,45,55,60,418,127,1000000,50,70,3840,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
736,Grubbin,Agojimushiアゴジムシ,bug,NA,Larva Pokémon,0.4,4.4,7,0,62,45,47,46,55,45,300,255,1000000,50,70,3840,1,1,1,1,1,0.5,2,2,1,0.5,0.5,1,1,1,1,2,1,1
737,Charjabug,Dendimushiデンヂムシ,bug,electric,Battery Pokémon,0.5,10.5,7,0,82,95,57,36,55,75,400,120,1000000,50,70,3840,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
738,Vikavolt,Kuwagannonクワガノン,bug,electric,Stag Beetle Pokémon,1.5,45,7,0,70,90,77,43,145,75,500,45,1000000,50,70,3840,1,1,1,0.5,1,0.5,2,1,1,0.5,1,1,1,1,1,2,0.5,1
739,Crabrawler,Makenkaniマケンカニ,fighting,NA,Boxing Pokémon,0.6,7,7,0,82,57,47,63,42,47,338,225,1000000,50,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
740,Crabominable,Kekenkaniケケンカニ,fighting,ice,Woolly Crab Pokémon,1.7,180,7,0,132,77,97,43,62,67,478,60,1000000,50,70,5120,0.5,0.5,1,1,2,2,2,2,1,1,1,0.5,1,1,2,1,2,1
741,Oricorio,Odoridori (pachipachi Style)オドリドリ,fire,flying,Dancing Pokémon,0.6,3.4,7,0,70,70,75,93,98,70,476,45,1000000,24.6,70,5120,0.25,1,1,2,0.5,0.5,0.5,1,1,0.25,0,1,1,1,1,4,0.5,2
742,Cutiefly,Abulyアブリー,bug,fairy,Bee Fly Pokémon,0.1,0.2,7,0,45,40,40,84,55,40,304,190,1000000,50,70,5120,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
743,Ribombee,Aburibbonアブリボン,bug,fairy,Bee Fly Pokémon,0.2,0.5,7,0,55,60,60,124,95,70,464,75,1000000,50,70,5120,0.5,0.5,0,1,1,0.25,2,2,1,0.5,0.5,1,1,2,1,2,2,1
744,Rockruff,Iwankoイワンコ,rock,NA,Puppy Pokémon,0.5,9.2,7,0,65,40,45,60,30,40,280,190,1000000,50,70,3840,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
745,Lycanroc,Lugarugan (mahiru No Sugata)ルガルガン,rock,NA,Wolf Pokémon,NA,NA,7,0,115,75,85,82,55,75,487,90,1000000,50,70,3840,1,1,1,1,1,2,0.5,0.5,1,2,2,1,0.5,0.5,1,1,2,2
746,Wishiwashi,Yowashi (tandoku No Sugata)ヨワシ,water,NA,Small Fry Pokémon,0.2,0.3,7,0,140,130,45,30,140,135,620,60,800000,50,70,3840,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
747,Mareanie,Hidoideヒドイデ,poison,water,Brutal Star Pokémon,0.4,8,7,0,53,62,50,45,43,52,305,190,1000000,50,70,5120,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
748,Toxapex,Dohidoideドヒドイデ,poison,water,Brutal Star Pokémon,0.7,14.5,7,0,63,152,50,35,53,142,495,75,1000000,50,70,5120,0.5,1,1,2,0.5,0.5,0.5,1,1,1,2,0.5,1,0.5,2,1,0.5,0.5
749,Mudbray,Dorobankoドロバンコ,ground,NA,Donkey Pokémon,1,110,7,0,100,70,70,45,45,55,385,190,1000000,50,70,5120,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
750,Mudsdale,Banbadoroバンバドロ,ground,NA,Draft Horse Pokémon,2.5,920,7,0,125,100,100,35,55,85,500,60,1000000,50,70,5120,1,1,1,0,1,1,1,1,1,2,1,2,1,0.5,1,0.5,1,2
751,Dewpider,Shizukumoシズクモ,water,bug,Water Bubble Pokémon,0.3,4,7,0,40,52,38,27,40,72,269,200,1000000,50,70,3840,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
752,Araquanid,Onishizukumoオニシズクモ,water,bug,Water Bubble Pokémon,1.8,82,7,0,70,92,68,42,50,132,454,100,1000000,50,70,3840,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
753,Fomantis,Karikiriカリキリ,grass,NA,Sickle Grass Pokémon,0.3,1.5,7,0,55,35,40,35,50,35,250,190,1000000,50,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
754,Lurantis,Lalantesラランテス,grass,NA,Bloom Sickle Pokémon,0.9,18.5,7,0,105,90,70,45,80,90,480,75,1000000,50,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
755,Morelull,Nemasyuネマシュ,grass,fairy,Illuminating Pokémon,0.2,1.5,7,0,35,55,40,15,65,75,285,190,1000000,50,70,5120,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
756,Shiinotic,Mashadeマシェード,grass,fairy,Illuminating Pokémon,1,11.5,7,0,45,80,60,30,90,100,405,75,1000000,50,70,5120,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
757,Salandit,Yatoumoriヤトウモリ,poison,fire,Toxic Lizard Pokémon,0.6,4.8,7,0,44,40,48,77,71,40,320,120,1000000,88.1,70,5120,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
758,Salazzle,Ennewtエンニュート,poison,fire,Toxic Lizard Pokémon,1.2,22.2,7,0,64,60,68,117,111,60,480,45,1000000,0,70,5120,0.25,1,1,1,0.25,0.5,0.5,1,1,0.25,4,0.5,1,0.5,2,2,0.5,2
759,Stufful,Nuikogumaヌイコグマ,normal,fighting,Flailing Pokémon,0.5,6.8,7,0,75,50,70,50,45,50,340,140,1000000,50,70,3840,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
760,Bewear,Kiterugumaキテルグマ,normal,fighting,Strong Arm Pokémon,2.1,135,7,0,125,80,120,60,55,60,500,70,1000000,50,70,3840,0.5,0.5,1,1,2,2,1,2,0,1,1,1,1,1,2,0.5,1,1
761,Bounsweet,Amakajiアマカジ,grass,NA,Fruit Pokémon,0.3,3.2,7,0,30,38,42,32,30,38,210,235,1059860,0,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
762,Steenee,Amamaikoアママイコ,grass,NA,Fruit Pokémon,0.7,8.2,7,0,40,48,52,62,40,48,290,120,1059860,0,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
763,Tsareena,Amajoアマージョ,grass,NA,Fruit Pokémon,1.2,21.4,7,0,120,98,72,72,50,98,510,45,1059860,0,70,5120,2,1,1,0.5,1,1,2,2,1,0.5,0.5,2,1,2,1,1,1,0.5
764,Comfey,Cuwawaキュワワー,fairy,NA,Posy Picker Pokémon,0.1,0.3,7,0,52,90,51,100,82,110,485,60,800000,24.6,70,5120,0.5,0.5,0,1,1,0.5,1,1,1,1,1,1,1,2,1,1,2,1
765,Oranguru,Yareyuutanヤレユータン,normal,psychic,Sage Pokémon,1.5,76,7,0,60,80,90,60,90,110,490,45,1250000,50,70,5120,2,2,1,1,1,1,1,1,0,1,1,1,1,1,0.5,1,1,1
766,Passimian,Nagetukesaruナゲツケサル,fighting,NA,Teamwork Pokémon,2,82.8,7,0,120,90,100,80,40,60,490,45,1250000,50,70,5120,0.5,0.5,1,1,2,1,1,2,1,1,1,1,1,1,2,0.5,1,1
767,Wimpod,Kosokumushiコソクムシ,bug,water,Turn Tail Pokémon,0.5,12,7,0,35,40,25,80,20,30,230,90,1000000,50,70,5120,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
768,Golisopod,Gusokumushaグソクムシャ,bug,water,Hard Scale Pokémon,2,108,7,0,125,140,75,40,60,90,530,45,1000000,50,70,5120,1,1,1,2,1,0.5,1,2,1,1,0.5,0.5,1,1,1,2,0.5,0.5
769,Sandygast,Sunabaスナバァ,ghost,ground,Sand Heap Pokémon,0.5,70,7,0,55,80,55,15,70,45,320,140,1000000,50,70,3840,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
770,Palossand,Sirodethnaシロデスナ,ghost,ground,Sand Castle Pokémon,1.3,250,7,0,75,110,85,35,100,75,480,60,1000000,50,70,3840,0.5,2,1,0,1,0,1,1,2,2,1,2,0,0.25,1,0.5,1,2
771,Pyukumuku,Namakobushiナマコブシ,water,NA,Sea Cucumber Pokémon,0.3,1.2,7,0,60,130,55,5,30,130,410,60,800000,50,70,3840,1,1,1,2,1,1,0.5,1,1,2,1,0.5,1,1,1,1,0.5,0.5
772,Type: Null,Type: Nullタイプ：ヌル,normal,NA,Synthetic Pokémon,1.9,120.5,7,0,95,95,95,59,95,95,534,3,1250000,NA,0,30720,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
773,Silvally,Silvadyシルヴァディ,normal,NA,Synthetic Pokémon,2.3,100.5,7,0,95,95,95,95,95,95,570,3,1250000,NA,0,30720,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
774,Minior,Metenoメテノ,rock,flying,Meteor Pokémon,0.3,40,7,0,100,60,60,120,100,60,500,30,1059860,NA,70,6400,0.5,1,1,2,1,1,0.5,0.5,1,1,0,2,0.5,0.5,1,2,2,2
775,Komala,Nekkoaraネッコアラ,normal,NA,Drowsing Pokémon,0.4,19.9,7,0,115,65,65,65,75,95,480,45,1250000,50,70,5120,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1
776,Turtonator,Bakugamesバクガメス,fire,dragon,Blast Turtle Pokémon,2,212,7,0,78,135,60,36,91,85,485,70,1000000,50,70,5120,0.5,1,2,0.5,1,1,0.25,1,1,0.25,2,1,1,1,1,2,0.5,1
777,Togedemaru,Togedemaruトゲデマル,electric,steel,Roly-Poly Pokémon,0.3,3.3,7,0,98,63,65,96,40,73,435,180,1000000,50,70,2560,0.5,1,0.5,0.5,0.5,2,2,0.25,1,0.5,4,0.5,0.5,0,0.5,0.5,0.25,1
778,Mimikyu,Mimikkyuミミッキュ,ghost,fairy,Disguise Pokémon,0.2,0.7,7,0,90,80,55,96,50,105,476,45,1000000,50,70,5120,0.25,1,0,1,1,0,1,1,2,1,1,1,0,1,1,1,2,1
779,Bruxish,Hagigishiriハギギシリ,water,psychic,Gnash Teeth Pokémon,0.9,19,7,0,105,70,68,92,70,70,475,80,1000000,50,70,3840,2,2,1,2,1,0.5,0.5,1,2,2,1,0.5,1,1,0.5,1,0.5,0.5
780,Drampa,Jijilongジジーロン,normal,dragon,Placid Pokémon,3,185,7,0,60,85,78,36,135,91,485,70,1000000,50,70,5120,1,1,2,0.5,2,2,0.5,1,0,0.5,1,2,1,1,1,1,1,0.5
781,Dhelmise,Dadarinダダリン,ghost,grass,Sea Creeper Pokémon,3.9,210,7,0,131,100,70,40,86,90,517,25,1000000,NA,70,6400,1,2,1,0.5,1,0,2,2,2,0.5,0.5,2,0,1,1,1,1,0.5
782,Jangmo-o,Jyarakoジャラコ,dragon,NA,Scaly Pokémon,0.6,29.7,7,0,55,65,45,45,45,45,300,45,1250000,50,70,10240,1,1,2,0.5,2,1,0.5,1,1,0.5,1,2,1,1,1,1,1,0.5
783,Hakamo-o,Jyarangoジャランゴ,dragon,fighting,Scaly Pokémon,1.2,47,7,0,75,90,55,65,65,70,420,45,1250000,50,70,10240,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5
784,Kommo-o,Jyararangaジャラランガ,dragon,fighting,Scaly Pokémon,1.6,78.2,7,0,110,125,75,85,100,105,600,45,1250000,50,70,10240,0.5,0.5,2,0.5,4,1,0.5,2,1,0.5,1,2,1,1,2,0.5,1,0.5
785,Tapu Koko,Kapu-kokekoカプ・コケコ,electric,fairy,Land Spirit Pokémon,1.8,20.5,7,1,115,85,70,130,95,75,570,3,1250000,NA,70,3840,0.5,0.5,0,0.5,1,0.5,1,0.5,1,1,2,1,1,2,1,1,1,1
786,Tapu Lele,Kapu-tetefuカプ・テテフ,psychic,fairy,Land Spirit Pokémon,1.2,18.6,7,1,85,75,70,95,130,115,570,3,1250000,NA,70,3840,1,1,0,1,1,0.25,1,1,2,1,1,1,1,2,0.5,1,2,1
787,Tapu Bulu,Kapu-bululカプ・ブルル,grass,fairy,Land Spirit Pokémon,1.9,45.5,7,1,130,115,70,75,85,95,570,3,1250000,NA,70,3840,1,0.5,0,0.5,1,0.5,2,2,1,0.5,0.5,2,1,4,1,1,2,0.5
788,Tapu Fini,Kapu-rehireカプ・レヒレ,water,fairy,Land Spirit Pokémon,1.3,21.2,7,1,75,115,70,85,95,130,570,3,1250000,NA,70,3840,0.5,0.5,0,2,1,0.5,0.5,1,1,2,1,0.5,1,2,1,1,1,0.5
789,Cosmog,Cosmogコスモッグ,psychic,NA,Nebula Pokémon,0.2,0.1,7,1,29,31,43,37,29,31,200,45,1250000,NA,0,30720,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
790,Cosmoem,Cosmovumコスモウム,psychic,NA,Protostar Pokémon,0.1,999.9,7,1,29,131,43,37,29,131,400,45,1250000,NA,0,30720,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
791,Solgaleo,Solgaleoソルガレオ,psychic,steel,Sunne Pokémon,3.4,230,7,1,137,107,137,97,113,89,680,45,1250000,NA,0,30720,1,2,0.5,1,0.5,1,2,0.5,2,0.5,2,0.5,0.5,0,0.25,0.5,0.5,1
792,Lunala,Lunalaルナアーラ,psychic,ghost,Moone Pokémon,4,120,7,1,113,89,137,97,137,107,680,45,1250000,NA,0,30720,1,4,1,1,1,0,1,1,4,1,1,1,0,0.5,0.5,1,1,1
793,Nihilego,Uturoidウツロイド,rock,poison,Parasite Pokémon,1.2,55.5,7,1,53,47,109,103,127,131,570,45,1250000,NA,0,30720,0.5,1,1,1,0.5,1,0.5,0.5,1,1,4,1,0.5,0.25,2,1,2,2
794,Buzzwole,Massivoonマッシブーン,bug,fighting,Swollen Pokémon,2.4,333.6,7,1,139,139,107,79,53,53,570,25,1250000,NA,0,30720,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
795,Pheromosa,Pheroacheフェローチェ,bug,fighting,Lissome Pokémon,1.8,25,7,1,137,37,71,151,137,37,570,255,1250000,NA,0,30720,0.5,0.5,1,1,2,0.5,2,4,1,0.5,0.5,1,1,1,2,1,1,1
796,Xurkitree,Denjyumokuデンジュモク,electric,NA,Glowing Pokémon,3.8,100,7,1,89,71,83,83,173,71,570,30,1250000,NA,0,30720,1,1,1,0.5,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1
797,Celesteela,Tekkaguyaテッカグヤ,steel,flying,Launch Pokémon,9.2,999.9,7,1,101,103,97,61,107,101,570,25,1250000,NA,0,30720,0.25,1,0.5,2,0.5,1,2,0.5,1,0.25,0,1,0.5,0,0.5,1,0.5,1
798,Kartana,Kamiturugiカミツルギ,grass,steel,Drawn Sword Pokémon,0.3,0.1,7,1,181,131,59,109,59,31,570,255,1250000,NA,0,30720,1,1,0.5,0.5,0.5,2,4,1,1,0.25,1,1,0.5,0,0.5,0.5,0.5,0.5
799,Guzzlord,Akuzikingアクジキング,dark,dragon,Junkivore Pokémon,5.5,888,7,1,101,53,223,43,97,53,570,15,1250000,NA,0,30720,2,0.5,2,0.5,4,2,0.5,1,0.5,0.5,1,2,1,1,0,1,1,0.5
800,Necrozma,Necrozmaネクロズマ,psychic,NA,Prism Pokémon,2.4,230,7,1,107,101,97,79,127,89,600,3,1250000,NA,0,30720,2,2,1,1,1,0.5,1,1,2,1,1,1,1,1,0.5,1,1,1
801,Magearna,Magearnaマギアナ,steel,fairy,Artificial Pokémon,1,80.5,7,1,95,115,80,65,130,115,600,3,1250000,NA,0,30720,0.25,0.5,0,1,0.5,1,2,0.5,1,0.5,2,0.5,0.5,0,0.5,0.5,1,1
